assignment_id,assignment_type,due_date,longevity,value
51992,Study for test,382651.43,23.02,4
51993,Presentation,628801.6,4.94,5
51994,Presentation,479597.87,11.14,1
51995,Project,154262.64,2.9,4
51996,Project,395469.07,3.62,5
51997,Lab report,21632.84,3.48,2
51998,Lab report,11696.82,15.25,4
51999,Math problems,750608.04,22.15,4
52000,Essay,518062.99,9.29,5
52001,Reading,447624.31,10.21,2
52002,Essay,788563.37,23.04,4
52003,Lab report,131082.0,8.34,5
52004,Research paper,85643.55,3.72,4
52005,Research paper,344101.62,9.25,1
52006,Research paper,255630.77,9.83,3
52007,Math problems,275408.89,2.07,4
52008,Discussion post,427223.2,28.65,3
52009,Math problems,230100.88,12.18,5
52010,Study for test,471092.85,7.62,3
52011,Reading,289137.33,5.2,1
52012,Presentation,219407.82,10.03,5
52013,Project,583502.37,11.44,4
52014,Reading,487314.28,26.07,5
52015,Discussion post,140396.22,22.03,3
52016,Discussion post,131257.51,4.52,2
52017,Presentation,23986.3,20.83,3
52018,Essay,52709.2,4.53,2
52019,Lab report,651538.88,5.64,1
52020,Reading,74568.15,18.78,1
52021,Coding assignment,631334.29,5.2,3
52022,Presentation,467801.4,5.03,5
52023,Math problems,211599.77,20.4,3
52024,Presentation,439599.77,17.07,3
52025,Coding assignment,122090.99,3.61,1
52026,Coding assignment,26230.94,6.11,2
52027,Research paper,823331.87,18.67,2
52028,Coding assignment,726878.61,19.64,4
52029,Discussion post,713786.42,14.8,3
52030,Essay,161111.05,11.71,4
52031,Essay,8095.15,7.73,5
52032,Math problems,851250.36,13.5,2
52033,Presentation,517124.6,9.73,4
52034,Research paper,754170.03,25.82,1
52035,Research paper,632813.24,16.67,5
52036,Study for test,671459.53,21.44,4
52037,Coding assignment,399378.14,4.71,3
52038,Coding assignment,412028.68,8.9,5
52039,Study for test,352549.14,12.25,4
52040,Coding assignment,503613.18,28.26,4
52041,Coding assignment,282557.37,5.06,1
52042,Research paper,839856.5,22.47,5
52043,Study for test,168573.41,3.55,1
52044,Study for test,861894.0,4.68,2
52045,Presentation,137424.87,7.59,5
52046,Lab report,523334.33,12.38,2
52047,Lab report,341093.48,5.42,5
52048,Study for test,119700.8,1.23,1
52049,Coding assignment,39813.25,5.78,1
52050,Presentation,406394.56,11.64,1
52051,Essay,97218.21,11.22,1
52052,Discussion post,9000.87,6.69,2
52053,Essay,256726.7,14.74,3
52054,Math problems,417.34,11.04,3
52055,Essay,436160.27,10.92,1
52056,Study for test,511220.21,3.07,1
52057,Math problems,658426.37,2.92,5
52058,Math problems,124273.1,11.57,1
52059,Essay,616057.34,14.67,4
52060,Project,780685.64,18.26,3
52061,Reading,852785.03,4.96,3
52062,Coding assignment,268712.67,4.77,5
52063,Essay,117000.83,8.88,4
52064,Project,401305.81,2.78,1
52065,Lab report,585067.56,4.75,3
52066,Project,57718.69,5.31,2
52067,Essay,89325.79,10.08,4
52068,Discussion post,418943.17,6.02,3
52069,Project,722965.11,3.26,2
52070,Essay,617937.41,3.97,3
52071,Presentation,499022.7,9.37,5
52072,Reading,739482.23,4.59,4
52073,Coding assignment,707398.17,3.9,1
52074,Study for test,509351.24,1.43,5
52075,Project,685269.76,4.76,4
52076,Essay,43000.56,20.65,3
52077,Discussion post,97670.09,8.24,2
52078,Math problems,844080.55,1.81,2
52079,Discussion post,649058.48,3.77,2
52080,Coding assignment,512065.42,6.41,2
52081,Lab report,481423.66,15.45,5
52082,Lab report,248277.0,2.95,1
52083,Reading,201101.67,3.75,4
52084,Project,544102.23,3.65,2
52085,Lab report,833530.55,17.94,2
52086,Study for test,583800.24,2.84,5
52087,Discussion post,487673.26,8.66,1
52088,Project,773810.32,6.47,2
52089,Lab report,745575.89,16.9,5
52090,Study for test,685657.63,6.08,2
52091,Study for test,323950.5,9.99,2
52092,Research paper,613607.13,1.46,4
52093,Research paper,130001.21,7.63,5
52094,Coding assignment,709141.21,8.56,2
52095,Lab report,719307.52,4.66,1
52096,Project,351108.77,16.39,5
52097,Coding assignment,718347.35,23.01,1
52098,Lab report,710687.82,1.69,1
52099,Coding assignment,89173.71,8.35,4
52100,Presentation,835685.77,6.96,5
52101,Project,514728.05,3.19,1
52102,Reading,513809.99,7.2,5
52103,Coding assignment,492892.86,4.74,1
52104,Coding assignment,407798.26,8.26,4
52105,Math problems,415958.66,27.98,2
52106,Discussion post,498920.42,12.29,2
52107,Discussion post,610426.64,14.48,1
52108,Coding assignment,370195.01,4.12,3
52109,Research paper,69426.85,7.46,5
52110,Presentation,465384.3,5.78,1
52111,Math problems,722668.63,9.89,4
52112,Lab report,69924.94,2.17,4
52113,Presentation,112839.1,14.0,3
52114,Presentation,690236.44,10.85,4
52115,Lab report,703312.31,10.67,5
52116,Research paper,260494.1,5.57,5
52117,Project,616667.34,5.68,3
52118,Reading,647812.32,2.26,4
52119,Essay,85431.81,22.77,1
52120,Study for test,19005.6,11.62,5
52121,Essay,11415.64,20.2,2
52122,Math problems,98487.34,6.97,3
52123,Reading,825140.85,9.09,3
52124,Project,474217.56,4.18,3
52125,Essay,357642.35,4.53,4
52126,Reading,380912.76,18.38,5
52127,Presentation,771012.9,24.7,2
52128,Lab report,19757.82,14.13,1
52129,Math problems,870300.89,2.7,3
52130,Lab report,453429.12,22.62,1
52131,Coding assignment,541879.8,5.01,3
52132,Essay,604262.23,11.32,1
52133,Discussion post,464450.65,16.98,5
52134,Project,816420.92,5.54,1
52135,Study for test,755411.97,7.48,5
52136,Essay,808759.83,7.56,2
52137,Study for test,209348.42,2.37,4
52138,Math problems,596749.49,17.3,2
52139,Coding assignment,654086.56,25.86,2
52140,Research paper,831319.42,26.92,1
52141,Research paper,649359.36,25.88,3
52142,Discussion post,206366.34,4.15,5
52143,Project,364216.3,2.84,4
52144,Math problems,597707.62,11.06,2
52145,Essay,511901.64,3.21,1
52146,Research paper,319650.73,27.09,4
52147,Project,801387.13,25.6,5
52148,Research paper,40396.72,16.66,1
52149,Essay,273509.67,2.15,1
52150,Research paper,583185.38,11.93,2
52151,Presentation,52299.88,17.87,1
52152,Coding assignment,101748.52,5.98,3
52153,Math problems,33810.9,8.34,5
52154,Lab report,432604.7,7.08,5
52155,Lab report,431296.39,7.54,4
52156,Study for test,595907.41,11.45,3
52157,Lab report,569685.76,18.6,2
52158,Coding assignment,134432.64,27.81,3
52159,Lab report,291612.41,13.54,1
52160,Discussion post,93867.36,19.31,3
52161,Essay,575242.69,10.96,2
52162,Reading,284878.24,16.93,2
52163,Study for test,761836.05,11.6,4
52164,Study for test,487279.4,3.45,3
52165,Lab report,629381.39,9.02,3
52166,Math problems,259430.27,4.25,3
52167,Reading,829488.23,3.48,4
52168,Study for test,518270.46,9.49,4
52169,Lab report,65128.45,8.01,4
52170,Reading,551770.01,11.1,5
52171,Project,397176.83,6.6,2
52172,Math problems,587749.21,10.82,1
52173,Discussion post,137118.49,16.7,3
52174,Study for test,142826.89,3.34,4
52175,Discussion post,291395.95,15.45,1
52176,Coding assignment,365392.37,22.24,3
52177,Presentation,856436.19,3.91,1
52178,Discussion post,72611.4,4.57,3
52179,Math problems,275664.4,3.85,1
52180,Study for test,170479.0,22.14,4
52181,Coding assignment,544624.4,2.76,4
52182,Research paper,350624.45,5.01,2
52183,Coding assignment,5107.15,1.36,4
52184,Study for test,123065.97,6.69,2
52185,Discussion post,434563.73,4.55,1
52186,Discussion post,287588.65,8.76,5
52187,Essay,551343.67,7.1,3
52188,Math problems,590447.19,17.1,2
52189,Coding assignment,509917.15,8.62,5
52190,Lab report,458285.6,19.27,4
52191,Presentation,461925.81,4.66,4
52192,Math problems,453098.07,18.29,2
52193,Research paper,627360.43,11.24,5
52194,Project,82607.87,6.91,3
52195,Reading,800874.96,6.42,1
52196,Lab report,438657.91,12.85,4
52197,Research paper,506131.66,8.15,3
52198,Reading,451796.75,4.73,1
52199,Discussion post,726177.11,24.07,5
52200,Presentation,279482.84,9.43,1
52201,Math problems,328774.02,17.77,5
52202,Reading,261690.65,2.06,5
52203,Essay,72261.08,4.22,3
52204,Math problems,500731.84,3.88,2
52205,Discussion post,466461.32,8.67,1
52206,Research paper,183538.3,5.16,5
52207,Presentation,115270.09,23.62,1
52208,Math problems,435381.26,4.09,2
52209,Reading,317931.58,3.87,4
52210,Essay,768981.59,14.97,1
52211,Essay,594126.81,6.88,3
52212,Discussion post,198875.19,3.64,4
52213,Research paper,59150.34,8.63,4
52214,Lab report,208096.31,1.05,3
52215,Project,359963.06,3.61,3
52216,Research paper,466595.8,6.08,1
52217,Project,338630.28,17.4,1
52218,Coding assignment,790969.08,17.36,1
52219,Essay,141205.99,8.6,4
52220,Coding assignment,342872.47,14.0,5
52221,Research paper,359879.91,17.63,4
52222,Discussion post,311822.09,8.1,3
52223,Project,623484.87,3.51,1
52224,Presentation,802087.8,5.4,1
52225,Essay,227918.94,11.46,3
52226,Coding assignment,409539.71,4.45,3
52227,Math problems,116885.91,24.2,5
52228,Reading,259838.75,3.16,2
52229,Coding assignment,157583.34,15.24,4
52230,Math problems,625601.34,15.22,1
52231,Study for test,439223.65,11.81,3
52232,Presentation,352605.48,9.9,2
52233,Lab report,162664.55,8.01,3
52234,Project,423751.15,5.53,3
52235,Discussion post,13265.77,4.22,5
52236,Project,94055.91,8.35,4
52237,Research paper,457683.0,5.74,2
52238,Research paper,160106.9,16.88,5
52239,Discussion post,862053.06,2.76,3
52240,Coding assignment,307398.05,12.46,5
52241,Project,375162.52,13.31,4
52242,Project,708361.78,1.34,4
52243,Math problems,832447.86,2.62,2
52244,Presentation,626460.78,9.37,3
52245,Presentation,752927.96,11.05,5
52246,Lab report,734882.85,1.53,5
52247,Project,780972.93,1.21,2
52248,Reading,752865.93,3.89,5
52249,Coding assignment,782603.05,4.31,3
52250,Essay,812805.72,4.57,4
52251,Discussion post,731377.07,11.84,2
52252,Reading,391684.68,3.84,1
52253,Research paper,280291.94,16.54,4
52254,Project,86443.49,8.71,1
52255,Presentation,518488.62,7.79,2
52256,Discussion post,94415.96,10.97,1
52257,Project,111237.43,22.04,3
52258,Study for test,421530.92,3.29,2
52259,Presentation,128263.64,22.52,1
52260,Lab report,258926.2,6.51,4
52261,Presentation,726069.12,18.56,5
52262,Coding assignment,230059.24,9.03,3
52263,Discussion post,455404.66,10.26,3
52264,Coding assignment,664698.14,1.94,2
52265,Discussion post,732821.39,5.35,5
52266,Discussion post,681648.59,25.63,1
52267,Math problems,581713.91,2.18,1
52268,Research paper,403018.69,4.58,3
52269,Research paper,697858.25,15.25,3
52270,Reading,326300.76,4.3,4
52271,Research paper,795051.31,4.2,2
52272,Research paper,126975.37,10.91,3
52273,Presentation,83993.3,13.06,2
52274,Reading,291989.14,12.38,4
52275,Presentation,837821.75,5.01,2
52276,Project,161955.47,14.03,2
52277,Presentation,270314.43,4.31,4
52278,Study for test,251502.3,20.7,4
52279,Essay,372096.27,4.0,5
52280,Lab report,745878.89,9.06,5
52281,Lab report,152097.82,10.18,1
52282,Math problems,546947.46,7.8,2
52283,Coding assignment,233030.2,15.16,2
52284,Presentation,520261.52,16.07,2
52285,Presentation,183374.83,11.88,2
52286,Essay,303795.01,11.23,2
52287,Study for test,270416.22,3.39,1
52288,Study for test,253674.66,16.15,3
52289,Reading,592656.26,28.6,5
52290,Coding assignment,679688.05,18.44,2
52291,Reading,825839.81,15.14,3
52292,Project,575735.67,8.21,3
52293,Reading,345591.64,11.51,5
52294,Discussion post,654915.64,18.05,1
52295,Coding assignment,778768.68,26.79,1
52296,Math problems,413827.09,5.89,1
52297,Project,151693.84,8.96,2
52298,Research paper,827361.16,11.08,5
52299,Essay,300862.78,6.35,3
52300,Math problems,671576.64,10.62,3
52301,Essay,600380.62,6.12,1
52302,Math problems,637166.77,7.78,5
52303,Essay,799914.4,23.82,4
52304,Presentation,835358.68,3.19,4
52305,Lab report,787028.89,11.06,1
52306,Discussion post,47443.86,22.84,1
52307,Project,773440.61,9.83,5
52308,Math problems,194341.87,6.51,5
52309,Essay,726528.98,14.31,5
52310,Study for test,792611.67,18.0,2
52311,Discussion post,836179.28,11.78,2
52312,Study for test,657091.83,2.62,2
52313,Project,151647.46,4.49,4
52314,Essay,753052.82,10.19,1
52315,Lab report,585099.26,1.67,3
52316,Study for test,666215.37,3.72,3
52317,Essay,98496.84,21.08,5
52318,Research paper,820419.15,12.33,5
52319,Reading,520286.2,5.18,5
52320,Study for test,800705.14,4.32,5
52321,Discussion post,70831.72,4.08,4
52322,Study for test,452235.81,10.68,5
52323,Discussion post,641338.26,5.14,1
52324,Coding assignment,709041.36,8.3,1
52325,Project,743707.53,24.94,5
52326,Coding assignment,375607.05,5.0,5
52327,Discussion post,100016.5,19.81,3
52328,Study for test,38087.1,11.25,3
52329,Project,69273.55,22.26,1
52330,Reading,610994.39,8.29,2
52331,Study for test,316726.99,8.1,4
52332,Discussion post,385563.32,5.02,2
52333,Discussion post,560554.89,11.25,5
52334,Research paper,702676.05,13.84,1
52335,Discussion post,639607.81,9.09,4
52336,Math problems,730639.86,16.51,4
52337,Research paper,539077.2,9.4,1
52338,Lab report,124347.02,2.51,3
52339,Lab report,403587.63,4.95,3
52340,Essay,170636.11,25.53,3
52341,Project,215812.85,8.77,4
52342,Presentation,609712.19,7.4,3
52343,Essay,689843.94,21.43,3
52344,Reading,174561.15,9.99,5
52345,Lab report,343821.52,6.09,2
52346,Discussion post,802699.58,15.41,5
52347,Study for test,456493.46,1.07,5
52348,Research paper,455298.34,9.59,5
52349,Reading,299411.56,11.3,5
52350,Essay,322440.19,2.55,4
52351,Project,867224.96,10.92,3
52352,Coding assignment,114789.05,23.52,5
52353,Essay,39466.52,27.41,4
52354,Coding assignment,847501.38,10.2,5
52355,Lab report,746468.58,14.68,5
52356,Study for test,582016.28,21.93,5
52357,Presentation,263309.14,28.55,2
52358,Reading,196591.74,23.59,3
52359,Lab report,433640.81,15.79,5
52360,Lab report,427130.87,4.24,3
52361,Essay,281842.12,7.25,2
52362,Essay,628636.28,2.22,3
52363,Reading,222597.62,3.01,5
52364,Presentation,835839.74,12.59,2
52365,Math problems,318016.98,17.84,1
52366,Reading,768649.26,16.71,3
52367,Project,769396.04,3.1,2
52368,Discussion post,180135.47,13.99,3
52369,Lab report,859770.7,17.38,4
52370,Project,653970.9,28.76,4
52371,Math problems,788073.53,9.42,5
52372,Presentation,590358.62,7.22,3
52373,Coding assignment,271111.33,8.8,2
52374,Reading,25062.37,3.73,1
52375,Reading,25417.22,8.01,1
52376,Research paper,618434.95,7.2,2
52377,Math problems,445181.92,11.05,1
52378,Essay,504126.32,4.27,4
52379,Study for test,443228.58,8.99,2
52380,Study for test,342583.81,9.72,3
52381,Coding assignment,844569.49,13.2,5
52382,Research paper,736312.63,14.28,1
52383,Lab report,761477.21,23.52,5
52384,Coding assignment,563911.97,9.81,3
52385,Research paper,6252.99,13.75,1
52386,Presentation,698176.69,5.02,1
52387,Study for test,366025.55,4.4,2
52388,Reading,479502.78,7.98,1
52389,Project,380321.53,7.06,4
52390,Lab report,224343.07,1.68,2
52391,Math problems,773207.33,15.71,2
52392,Math problems,281958.41,10.37,2
52393,Lab report,384482.22,11.69,5
52394,Study for test,527489.41,22.35,3
52395,Discussion post,381359.5,4.13,5
52396,Essay,788004.81,25.47,2
52397,Reading,674274.32,17.93,2
52398,Presentation,128826.95,3.73,3
52399,Math problems,557262.92,10.58,2
52400,Math problems,138204.01,3.98,5
52401,Math problems,825088.04,19.02,4
52402,Discussion post,26391.34,10.31,4
52403,Study for test,764508.81,14.04,2
52404,Project,71421.22,24.04,4
52405,Essay,208533.29,9.95,2
52406,Math problems,624178.01,4.11,2
52407,Discussion post,413976.27,5.49,5
52408,Essay,11879.55,22.83,3
52409,Discussion post,428340.73,8.56,5
52410,Math problems,372945.48,25.66,1
52411,Reading,586471.54,22.61,3
52412,Research paper,208172.03,22.75,4
52413,Research paper,869182.65,8.46,4
52414,Discussion post,343672.56,1.23,1
52415,Reading,107647.17,13.12,3
52416,Reading,702418.83,17.41,5
52417,Presentation,198822.31,24.61,3
52418,Discussion post,227545.98,8.02,3
52419,Lab report,98094.87,13.02,1
52420,Math problems,718818.05,8.08,1
52421,Reading,692317.62,20.09,3
52422,Coding assignment,740542.17,6.58,1
52423,Project,540605.42,10.65,3
52424,Study for test,816203.67,3.62,1
52425,Lab report,718212.08,7.71,5
52426,Lab report,650862.5,24.77,5
52427,Lab report,422896.52,4.0,4
52428,Math problems,291150.19,13.96,1
52429,Coding assignment,460054.5,12.16,2
52430,Coding assignment,198848.54,28.32,2
52431,Project,441984.45,1.71,1
52432,Reading,318443.88,9.99,5
52433,Project,866817.53,21.92,1
52434,Project,174082.22,4.64,3
52435,Math problems,470089.66,7.69,5
52436,Essay,811917.58,5.27,3
52437,Discussion post,328757.12,6.61,4
52438,Discussion post,678996.4,11.52,2
52439,Lab report,826229.56,21.64,2
52440,Reading,851131.08,5.11,4
52441,Study for test,181257.67,4.43,3
52442,Project,417972.88,8.59,2
52443,Presentation,462187.4,9.99,4
52444,Lab report,519221.4,2.21,2
52445,Coding assignment,776535.32,8.84,3
52446,Study for test,550976.36,5.75,1
52447,Research paper,295503.89,5.62,3
52448,Essay,487150.98,6.73,1
52449,Discussion post,819666.61,4.11,2
52450,Project,159286.24,8.07,3
52451,Discussion post,524078.59,11.14,4
52452,Project,111570.98,22.25,4
52453,Project,744129.46,7.81,4
52454,Coding assignment,508554.42,13.71,1
52455,Project,437898.35,9.23,2
52456,Discussion post,18437.56,2.16,2
52457,Project,768951.13,4.82,2
52458,Coding assignment,33152.06,15.63,3
52459,Discussion post,285321.73,4.2,2
52460,Math problems,797265.2,1.4,2
52461,Coding assignment,520377.39,4.82,5
52462,Research paper,79398.5,3.58,1
52463,Research paper,817414.83,4.54,2
52464,Essay,684796.09,10.43,4
52465,Research paper,845311.13,4.1,1
52466,Presentation,574099.87,6.9,5
52467,Coding assignment,803449.79,9.57,2
52468,Discussion post,248704.56,3.88,5
52469,Coding assignment,665236.43,4.85,2
52470,Math problems,102578.03,29.62,2
52471,Essay,336378.6,22.05,3
52472,Essay,775079.23,11.38,1
52473,Lab report,672091.88,20.33,5
52474,Study for test,496761.02,10.16,1
52475,Math problems,450245.15,8.33,3
52476,Math problems,680027.06,5.09,4
52477,Lab report,606610.02,11.42,1
52478,Math problems,616143.2,8.28,4
52479,Presentation,761794.59,3.76,5
52480,Reading,167785.07,5.93,4
52481,Research paper,696447.72,14.76,4
52482,Math problems,700493.46,2.33,2
52483,Research paper,507515.63,10.24,2
52484,Reading,217801.35,13.52,4
52485,Project,839540.66,25.22,4
52486,Coding assignment,464943.97,5.95,5
52487,Coding assignment,283951.35,16.49,1
52488,Coding assignment,722111.06,11.85,1
52489,Coding assignment,381310.56,20.82,4
52490,Study for test,334566.38,12.4,1
52491,Lab report,656548.1,6.0,1
52492,Coding assignment,101582.66,5.01,5
52493,Project,70719.58,17.57,4
52494,Study for test,349792.44,1.01,5
52495,Discussion post,604808.67,24.38,5
52496,Coding assignment,26630.91,27.7,5
52497,Coding assignment,589303.78,20.31,1
52498,Presentation,185654.49,23.35,1
52499,Essay,753877.62,8.53,5
52500,Math problems,657212.6,4.21,1
52501,Reading,550375.17,17.11,1
52502,Project,544081.65,11.2,5
52503,Math problems,637852.21,7.97,1
52504,Reading,750664.76,17.8,4
52505,Coding assignment,626867.28,8.46,2
52506,Discussion post,743277.01,1.28,1
52507,Project,272440.88,10.42,1
52508,Reading,576450.47,16.46,4
52509,Lab report,40148.91,27.64,3
52510,Study for test,770257.31,3.94,1
52511,Research paper,545301.49,1.26,2
52512,Research paper,227271.35,3.71,2
52513,Study for test,116070.33,9.34,3
52514,Coding assignment,84444.41,18.44,2
52515,Research paper,645112.29,1.61,3
52516,Project,663490.67,10.52,4
52517,Study for test,203800.84,8.82,1
52518,Study for test,147159.79,3.18,4
52519,Study for test,788859.87,15.26,1
52520,Lab report,414730.35,10.64,4
52521,Research paper,381921.75,11.15,5
52522,Project,308275.02,14.88,3
52523,Project,74290.96,19.59,4
52524,Math problems,660139.82,14.19,5
52525,Research paper,286726.36,4.94,1
52526,Research paper,42743.86,8.86,1
52527,Research paper,242618.79,19.28,3
52528,Study for test,261315.89,15.11,3
52529,Research paper,730417.44,9.06,5
52530,Research paper,361483.66,17.95,4
52531,Study for test,318339.05,3.45,3
52532,Study for test,465708.6,6.6,3
52533,Project,591601.09,24.39,5
52534,Research paper,456415.96,20.17,5
52535,Presentation,505357.54,11.13,5
52536,Study for test,255788.69,18.7,4
52537,Math problems,487534.21,8.3,5
52538,Discussion post,248526.05,5.46,1
52539,Essay,209425.09,2.01,5
52540,Presentation,141060.48,11.7,3
52541,Study for test,135797.01,26.85,2
52542,Math problems,397502.23,1.65,1
52543,Discussion post,737144.64,5.3,5
52544,Presentation,101345.39,16.62,4
52545,Presentation,386574.66,21.97,2
52546,Research paper,154038.78,11.74,3
52547,Reading,728247.75,15.02,4
52548,Research paper,67280.85,4.75,1
52549,Lab report,218098.66,2.64,2
52550,Presentation,376802.56,2.57,4
52551,Math problems,85448.48,14.7,4
52552,Coding assignment,818689.64,8.0,2
52553,Math problems,656768.66,4.19,1
52554,Math problems,445732.03,4.16,3
52555,Coding assignment,617431.74,2.34,5
52556,Study for test,65679.54,10.22,1
52557,Math problems,588864.39,8.05,5
52558,Presentation,668151.15,10.58,4
52559,Reading,271853.18,21.81,5
52560,Reading,801003.06,17.79,4
52561,Presentation,787141.43,9.57,1
52562,Presentation,801824.39,19.53,2
52563,Essay,239037.07,3.63,2
52564,Research paper,814321.96,4.84,1
52565,Discussion post,687518.49,18.12,3
52566,Presentation,239984.44,13.0,1
52567,Lab report,235948.8,6.73,5
52568,Coding assignment,221441.98,2.76,1
52569,Math problems,94565.72,13.33,1
52570,Coding assignment,159948.2,19.8,1
52571,Reading,609881.88,1.32,4
52572,Lab report,822445.93,7.44,2
52573,Presentation,801587.37,22.26,3
52574,Presentation,420251.59,3.33,2
52575,Lab report,241174.94,8.04,4
52576,Math problems,827265.01,19.6,3
52577,Project,527089.49,9.36,2
52578,Study for test,514765.92,3.02,2
52579,Reading,632695.23,10.92,3
52580,Project,482021.25,6.86,3
52581,Study for test,399403.31,15.64,5
52582,Math problems,521852.54,24.56,4
52583,Math problems,743328.68,17.06,4
52584,Study for test,227485.78,16.99,1
52585,Presentation,650256.64,2.27,1
52586,Discussion post,666614.74,9.04,4
52587,Coding assignment,236051.8,10.5,4
52588,Research paper,515696.41,3.81,5
52589,Math problems,249969.48,19.77,3
52590,Research paper,362598.47,5.17,2
52591,Reading,837644.16,28.1,4
52592,Coding assignment,818785.69,25.02,1
52593,Study for test,45371.85,6.27,5
52594,Project,379116.33,1.49,3
52595,Project,767375.54,1.16,4
52596,Math problems,400987.83,22.97,5
52597,Essay,388391.6,9.42,4
52598,Coding assignment,181773.62,6.52,2
52599,Project,544862.62,21.42,1
52600,Coding assignment,25199.94,29.37,3
52601,Math problems,228668.37,19.39,3
52602,Reading,166248.01,9.78,1
52603,Math problems,483491.36,2.74,3
52604,Coding assignment,769393.29,1.12,1
52605,Coding assignment,253268.0,17.34,1
52606,Project,292259.74,1.6,5
52607,Lab report,736748.35,9.06,4
52608,Project,29336.2,13.13,3
52609,Project,477216.23,28.59,2
52610,Coding assignment,402387.07,23.83,5
52611,Study for test,288593.17,18.98,4
52612,Math problems,663308.66,15.52,5
52613,Coding assignment,201173.41,15.68,5
52614,Essay,156555.16,4.3,3
52615,Study for test,851195.21,20.34,5
52616,Study for test,580437.97,3.2,2
52617,Study for test,418926.81,7.97,2
52618,Research paper,569217.01,11.71,3
52619,Reading,341329.69,6.54,1
52620,Coding assignment,213527.68,18.18,3
52621,Reading,82269.25,11.11,3
52622,Project,555282.32,10.66,5
52623,Discussion post,553228.25,13.86,1
52624,Discussion post,121762.05,12.54,2
52625,Lab report,855998.97,18.93,5
52626,Lab report,459217.86,10.99,3
52627,Math problems,623080.39,14.04,3
52628,Research paper,726454.26,2.93,2
52629,Essay,759976.25,2.45,1
52630,Coding assignment,855497.15,14.71,4
52631,Research paper,621778.52,6.32,3
52632,Study for test,443179.65,8.87,5
52633,Research paper,800450.06,17.09,3
52634,Presentation,53620.78,4.03,2
52635,Essay,433151.74,3.96,5
52636,Math problems,702651.57,23.29,3
52637,Presentation,641051.66,2.94,2
52638,Reading,474996.69,11.66,3
52639,Math problems,635870.6,2.07,5
52640,Presentation,694158.84,10.08,3
52641,Study for test,197893.59,7.79,1
52642,Reading,68590.13,6.24,4
52643,Lab report,156577.44,10.71,4
52644,Study for test,488835.5,7.87,1
52645,Coding assignment,232319.53,4.94,1
52646,Research paper,436183.15,15.46,1
52647,Reading,363068.41,6.88,1
52648,Coding assignment,6108.52,13.98,1
52649,Lab report,708389.26,9.62,1
52650,Discussion post,418665.73,8.12,5
52651,Presentation,559083.2,5.85,4
52652,Lab report,187834.8,20.91,2
52653,Research paper,858879.21,7.35,5
52654,Discussion post,136687.46,4.88,1
52655,Research paper,488033.39,5.93,1
52656,Math problems,179662.37,29.34,4
52657,Reading,322693.08,10.52,4
52658,Math problems,754345.08,6.85,5
52659,Project,165905.7,11.36,4
52660,Study for test,82394.51,6.17,3
52661,Discussion post,731906.52,20.7,2
52662,Discussion post,529799.67,5.61,4
52663,Presentation,741365.22,9.75,3
52664,Essay,433777.16,5.2,2
52665,Study for test,300175.06,9.27,2
52666,Discussion post,510603.58,4.74,1
52667,Math problems,559981.74,22.96,1
52668,Essay,308430.09,15.57,2
52669,Reading,677538.88,14.68,2
52670,Coding assignment,370525.12,23.35,5
52671,Coding assignment,168600.85,4.68,2
52672,Lab report,454477.35,28.75,3
52673,Coding assignment,105226.5,7.4,5
52674,Essay,847714.68,13.41,4
52675,Discussion post,325355.63,10.61,5
52676,Study for test,631600.11,14.97,4
52677,Study for test,737884.68,6.11,3
52678,Reading,182683.84,3.11,3
52679,Coding assignment,534092.72,9.49,3
52680,Math problems,765676.22,5.24,5
52681,Essay,398080.52,19.15,3
52682,Discussion post,442159.13,4.94,5
52683,Discussion post,458358.76,3.07,1
52684,Study for test,121826.94,7.57,3
52685,Essay,232344.97,14.26,3
52686,Lab report,290213.5,17.11,1
52687,Study for test,489276.44,1.55,2
52688,Lab report,871028.09,18.82,1
52689,Discussion post,294608.89,2.23,3
52690,Coding assignment,278658.96,2.11,3
52691,Lab report,621180.91,8.16,5
52692,Discussion post,784957.14,5.5,1
52693,Coding assignment,760262.06,7.29,3
52694,Reading,34310.23,11.02,5
52695,Research paper,855999.31,10.77,5
52696,Study for test,466628.77,22.56,5
52697,Essay,419795.33,12.65,2
52698,Presentation,488735.9,5.74,3
52699,Math problems,619531.88,15.02,5
52700,Research paper,57279.11,20.18,3
52701,Essay,200529.68,4.75,1
52702,Discussion post,451191.68,3.26,3
52703,Reading,332767.05,10.54,2
52704,Research paper,245220.65,6.81,1
52705,Reading,236464.53,8.16,3
52706,Presentation,33427.62,9.87,2
52707,Presentation,706551.12,2.18,1
52708,Presentation,21262.69,6.12,4
52709,Project,665891.07,10.36,4
52710,Math problems,9548.62,11.28,4
52711,Study for test,492769.32,19.81,2
52712,Coding assignment,782492.31,25.78,4
52713,Math problems,676310.85,3.03,4
52714,Project,72305.08,4.84,2
52715,Discussion post,737144.88,20.11,1
52716,Math problems,158177.64,9.77,5
52717,Discussion post,209579.57,1.85,2
52718,Math problems,656896.2,10.01,3
52719,Project,585772.2,5.9,3
52720,Math problems,548747.56,15.91,3
52721,Study for test,94343.03,8.59,3
52722,Math problems,765593.51,8.01,1
52723,Presentation,58174.09,23.58,2
52724,Coding assignment,213736.59,7.54,1
52725,Math problems,412587.5,6.58,2
52726,Presentation,279650.67,4.0,1
52727,Project,325814.18,4.19,4
52728,Presentation,779801.51,8.42,2
